Loan_ID,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
LP001469,0.247569573283859,0.0,0.9276410998552822,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001473,0.02305504019789734,0.04629562963496292,0.09406657018813314,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001478,0.03176252319109463,0.0,0.08827785817655572,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001482,0.040927643784786645,0.0,0.023154848046309698,0.2307692307692308,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LP001487,0.05868893011750155,0.0,0.1345875542691751,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001488,0.04761904761904762,0.1859985120119039,0.406657018813314,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001489,0.05482993197278912,0.0,0.1085383502170767,0.7435897435897436,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001491,0.03915893630179345,0.08399932800537596,0.11432706222865412,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001492,0.18366110080395795,0.0,0.3371924746743849,0.7435897435897436,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001493,0.05009276437847867,0.03431972544219646,0.17366136034732269,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001497,0.06050711193568337,0.049991600067199465,0.25470332850940663,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001498,0.06514533085961657,0.0,0.23010130246020258,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001504,0.08410636982065553,0.0,0.24023154848046308,0.358974358974359,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LP001507,0.03151515151515152,0.0488156094751242,0.16353111432706222,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001508,0.1435621521335807,0.0,0.2575976845151953,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001514,0.026963512677798392,0.10766313869489044,0.13169319826338638,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001516,0.1820160791589363,0.0,0.08827785817655572,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001518,0.017167594310451454,0.03419972640218878,0.030390738060781478,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001519,0.12183055040197897,0.03998368013055895,0.3125904486251809,0.7435897435897436,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001520,0.05825602968460112,0.01991984064127487,0.16787264833574528,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001528,0.07578231292517007,0.0,0.15774240231548478,0.7435897435897436,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001529,0.03001855287569573,0.08999928000575995,0.2069464544138929,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
LP001531,0.11151515151515151,0.0,0.34008683068017365,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001532,0.026357452071737786,0.0,0.150506512301013,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001535,0.03839208410636982,0.0,0.059334298118668596,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001536,0.4928756957328386,0.0,0.8552821997105644,0.358974358974359,0.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001541,0.07235621521335807,0.0,0.21852387843704774,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001543,0.11611626468769326,0.0,0.2575976845151953,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001546,0.035003092145949294,0.049991600067199465,0.1606367583212735,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001552,0.05482993197278912,0.13499892000863994,0.35600578871201155,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001560,0.021187384044526903,0.024983800129598964,0.12879884225759766,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001562,0.09626468769325912,0.0,0.38494934876989867,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001565,0.036351267779839214,0.030719754241966064,0.16208393632416784,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001570,0.04968460111317255,0.03472772217822257,0.21562952243125902,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001572,0.1134570191713049,0.0,0.0955137481910275,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001574,0.04399505256648114,0.07598339213286294,0.25036179450072354,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001577,0.05482993197278912,0.0,0.14905933429811866,0.7435897435897436,1.0,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001578,0.028311688311688312,0.07999136006911944,0.17366136034732269,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001579,0.025813234384662955,0.0,0.07814761215629522,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001580,0.09709338280766852,0.0,0.276410998552822,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001581,0.020655534941249228,0.042455660354717165,0.12445730824891461,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001585,0.6383797155225727,0.0,1.0,0.6153846153846154,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001586,0.04170686456400743,0.0,0.10419681620839363,0.358974358974359,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001594,0.06874458874458875,0.13499892000863994,0.2575976845151953,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001603,0.05187384044526902,0.017663858689130486,0.11287988422575977,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
LP001606,0.04139764996907855,0.04713562291501668,0.15484804630969606,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001608,0.023438466295609153,0.03885568915448676,0.13314037626628072,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001610,0.06636982065553494,0.2711978304173567,0.703328509406657,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001616,0.04452690166975882,0.0,0.15484804630969606,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001630,0.027000618429189858,0.03482372141022872,0.1345875542691751,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001633,0.07730364873222016,0.17399860801113592,0.24746743849493485,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001634,0.02184291898577613,0.1215110279117767,0.08393632416787264,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001636,0.05504019789734076,0.0,0.09261939218523878,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001637,0.4167717996289425,0.0,0.36324167872648333,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001639,0.042980828695114416,0.0,0.14327062228654122,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001640,0.4823376623376624,0.11399908800729594,0.1606367583212735,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
LP001641,0.025083487940630797,0.0,0.0824891461649783,0.6153846153846154,0.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
LP001643,0.02761904761904762,0.05131158950728394,0.07091172214182344,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001644,0.006481137909709338,0.12710298317613458,0.23010130246020258,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
LP001647,0.11351886209029066,0.0,0.25904486251808967,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001653,0.05856524427953,0.0,0.05643994211287988,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001656,0.14656771799628943,0.0,0.22431259044862514,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001657,0.0727643784786642,0.0,0.21852387843704774,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001658,0.04586270871985158,0.0,0.09696092619392185,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001664,0.049981447124304273,0.0,0.1606367583212735,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001665,0.0367965367965368,0.061991504067967454,0.2329956584659913,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001666,0.10121212121212121,0.08999928000575995,0.2575976845151953,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001669,0.02173160173160173,0.05675954592363261,0.1606367583212735,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001671,0.04039579468150897,0.06758345933232535,0.150506512301013,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001673,0.1341991341991342,0.0,0.10709117221418234,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001674,0.0303030303030303,0.05999952000383997,0.11722141823444283,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001677,0.059035250463821895,0.0,0.22720694645441386,0.7435897435897436,0.0,1,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001682,0.04752009894867038,0.0,0.17221418234442834,0.358974358974359,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001688,0.041434755720470014,0.025991792065663474,0.18234442836468884,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001691,0.04659245516388374,0.0,0.1664254703328509,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001692,0.05266542980828696,0.0,0.1606367583212735,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001693,0.03826839826839827,0.0,0.10274963820549927,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001698,0.047309833024118744,0.06074351405188758,0.06657018813314038,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001699,0.028806431663574522,0.0,0.0723589001447178,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001702,0.04042053184910328,0.0,0.170767004341534,0.7435897435897436,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001708,0.12183055040197897,0.0,0.29667149059334297,0.7435897435897436,1.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001711,0.040568954854669145,0.029999760001919985,0.17221418234442834,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001713,0.09445887445887446,0.0,0.3342981186685962,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001715,0.06868274582560296,0.0,0.17510853835021706,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
LP001716,0.037390228818800254,0.07250341997264022,0.18523878437047755,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001720,0.04576376004947434,0.023591811265509875,0.13169319826338638,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001722,0.0,0.04319965440276478,0.18234442836468884,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001726,0.04424242424242425,0.042599659202726375,0.1765557163531114,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001732,0.05998763141620285,0.0,0.09117221418234442,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001734,0.051119356833642556,0.057191542467660256,0.170767004341534,0.7435897435897436,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001736,0.025615337043908473,0.0,0.07380607814761216,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001743,0.04773036487322202,0.041207670338637294,0.15484804630969606,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001744,0.0348917748917749,0.06698346413228694,0.19536903039073802,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001749,0.09187384044526901,0.024239806081551348,0.24023154848046308,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001750,0.07544836116264687,0.0,0.17221418234442834,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001751,0.0383426097711812,0.0,0.2329956584659913,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001754,0.05670995670995672,0.0,0.1866859623733719,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
LP001758,0.07544836116264687,0.0406796745626035,0.29088277858176553,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001760,0.056994434137291286,0.0,0.21562952243125902,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001761,0.07730364873222016,0.0,0.276410998552822,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
LP001765,0.028954854669140384,0.04929560563515492,0.1374819102749638,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001768,0.04410636982065554,0.0,0.04775687409551375,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001770,0.03758812615955474,0.062351501187990495,0.1606367583212735,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001776,0.10121212121212121,0.0,0.39218523878437045,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001778,0.037167594310451454,0.042695658434732525,0.18958031837916062,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001784,0.06617192331478046,0.030239758081935346,0.2329956584659913,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001786,0.06921459492888064,0.0,0.35600578871201155,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001788,0.040977118119975266,0.0,0.16353111432706222,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001790,0.04529375386518244,0.0,0.14905933429811866,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001792,0.039146567717996295,0.0,0.12590448625180894,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001798,0.07011750154607298,0.11999904000767994,0.1606367583212735,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001800,0.029189857761286332,0.047591619267045866,0.18958031837916062,0.358974358974359,1.0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001806,0.034817563388991966,0.13682290541675668,0.21128798842257596,0.10256410256410257,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001807,0.07544836116264687,0.031199750401996785,0.14327062228654122,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
LP001811,0.04027210884353742,0.10600715194278446,0.16497829232995656,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001813,0.07297464440321583,0.10399116807065543,0.1606367583212735,0.358974358974359,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001814,0.11815708101422387,0.0,0.14905933429811866,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001819,0.07987631416202845,0.0,0.18523878437047755,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
LP001824,0.03379097093382808,0.044231646146830825,0.16497829232995656,1.0,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
LP001825,0.02051948051948052,0.044831641346869226,0.11722141823444283,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001835,0.018775510204081632,0.093359253125975,0.2778581765557163,0.7435897435897436,0.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001836,0.04053184910327768,0.0,0.1866859623733719,0.7435897435897436,1.0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001841,0.030092764378478663,0.052007583939328486,0.1374819102749638,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
LP001843,0.031057513914656772,0.17042263661890705,0.3907380607814761,0.358974358974359,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001844,0.19913419913419914,0.0,0.2648335745296671,0.7435897435897436,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
LP001846,0.03627705627705628,0.0,0.35600578871201155,0.7435897435897436,1.0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001849,0.07291280148423006,0.0,0.15340086830680172,0.7435897435897436,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
LP001854,0.06307977736549165,0.0,0.12301013024602024,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001859,0.1797526283240569,0.050399596803225574,0.426917510853835,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
LP001864,0.05913419913419914,0.0,0.17221418234442834,0.7435897435897436,1.0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
LP001865,0.07338280766852195,0.10199918400652795,0.46454413892908825,0.7435897435897436,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
LP001868,0.02362399505256648,0.053015575875392996,0.18089725036179446,0.7435897435897436,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
