Brand,Price,Mileage,EngineV,Year
Volkswagen," $15,500.00 ",80,1.4,2013
Toyota," $32,900.00 ",82,2.7,2013
Toyota," $35,900.00 ",84,3.0,2013
Mercedes-Benz," $50,900.00 ",85,3.0,2013
Volkswagen," $27,000.00 ",85,2.0,2013
Volkswagen," $14,800.00 ",85,1.4,2013
Toyota," $28,999.00 ",86,3.5,2013
Mercedes-Benz," $23,700.00 ",86,1.8,2013
Volkswagen," $9,800.00 ",86,1.2,2013
Renault," $6,800.00 ",87,1.4,2013
Mercedes-Benz," $140,000.00 ",88,5.46,2013
Renault," $13,900.00 ",89,1.5,2013
Audi," $48,000.00 ",90,3.0,2013
BMW," $55,500.00 ",90,3.0,2013
Audi," $35,000.00 ",92,2.8,2013
Toyota," $28,350.00 ",92,2.2,2013
Renault," $7,999.00 ",92,1.5,2013
Toyota," $11,750.00 ",93,1.6,2013
Mercedes-Benz," $31,500.00 ",95,2.2,2013
Volkswagen," $17,900.00 ",96,2.5,2013
Mercedes-Benz," $13,500.00 ",97,2.2,2013
Toyota," $27,800.00 ",98,2.2,2013
Volkswagen," $22,000.00 ",98,2.0,2013
Volkswagen," $10,000.00 ",98,1.6,2013
Toyota," $14,700.00 ",98,1.6,2013
Toyota," $61,000.00 ",100,4.5,2013
Mitsubishi," $28,800.00 ",100,3.2,2013
Toyota," $26,500.00 ",102,2.5,2013
Volkswagen," $13,700.00 ",103,2.0,2013
Audi," $32,000.00 ",103,2.0,2013
Toyota," $20,500.00 ",105,2.5,2013
Toyota," $27,000.00 ",105,2.5,2013
Volkswagen," $4,000.00 ",105,2.0,2013
Renault," $10,450.00 ",106,2.0,2013
Volkswagen," $18,800.00 ",106,1.6,2013
Renault," $11,999.00 ",107,2.0,2013
Audi," $30,999.00 ",108,2.0,2013
Volkswagen," $8,650.00 ",108,1.6,2013
Renault," $7,600.00 ",108,1.0,2013
Volkswagen," $18,000.00 ",110,2.0,2013
Mercedes-Benz," $12,800.00 ",116,2.2,2013
Mercedes-Benz," $16,800.00 ",116,2.2,2013
Audi," $30,900.00 ",118,2.0,2013
Audi," $34,000.00 ",118,2.0,2013
Audi," $34,000.00 ",119,2.0,2013
Volkswagen," $44,700.00 ",120,3.5,2013
Toyota," $44,700.00 ",120,3.5,2013
Toyota," $11,950.00 ",120,1.4,2013
Mercedes-Benz," $61,500.00 ",121,3.0,2013
Renault," $10,499.00 ",121,1.5,2013
Renault," $11,400.00 ",122,2.0,2013
Volkswagen," $13,900.00 ",122,1.4,2013
Volkswagen," $13,900.00 ",123,1.4,2013
Volkswagen," $13,500.00 ",124,2.0,2013
Volkswagen," $13,500.00 ",124,2.0,2013
Toyota," $23,660.00 ",125,3.5,2013
Renault," $7,600.00 ",125,1.5,2013
Audi," $48,000.00 ",126,3.0,2013
Mercedes-Benz," $13,995.00 ",126,2.2,2013
Audi," $17,000.00 ",127,3.0,2013
Mercedes-Benz," $19,600.00 ",127,1.8,2013
Mercedes-Benz," $19,600.00 ",127,1.8,2013
Mercedes-Benz," $19,600.00 ",127,1.8,2013
Toyota," $64,000.00 ",128,4.5,2013
BMW," $50,499.00 ",128,3.0,2013
Mercedes-Benz," $55,000.00 ",128,3.0,2013
Mercedes-Benz," $58,500.00 ",128,3.0,2013
Volkswagen," $19,500.00 ",128,1.8,2013
Renault," $6,800.00 ",131,1.5,2013
Renault," $7,100.00 ",135,1.5,2013
Renault," $7,800.00 ",139,1.5,2013
Audi," $42,900.00 ",140,3.0,2013
Renault," $11,300.00 ",141,1.5,2013
Volkswagen," $32,000.00 ",144,3.6,2013
Volkswagen," $8,900.00 ",144,1.6,2013
Mitsubishi," $15,800.00 ",146,2.5,2013
Mercedes-Benz," $18,000.00 ",147,2.2,2013
Volkswagen," $13,995.00 ",147,1.6,2013
Volkswagen," $9,900.00 ",149,1.6,2013
Renault," $7,900.00 ",149,1.5,2013
Renault," $10,200.00 ",149,1.5,2013
Volkswagen," $16,800.00 ",149,1.4,2013
Mercedes-Benz," $62,000.00 ",150,3.0,2013
Audi," $27,500.00 ",150,2.0,2013
Volkswagen," $13,499.00 ",154,2.0,2013
Renault," $8,500.00 ",157,1.5,2013
Mercedes-Benz," $63,000.00 ",160,3.0,2013
Volkswagen," $14,499.00 ",164,2.0,2013
Renault," $13,600.00 ",164,1.5,2013
Volkswagen," $14,899.00 ",165,2.0,2013
Volkswagen," $14,900.00 ",165,1.4,2013
Mercedes-Benz," $12,500.00 ",167,2.2,2013
Volkswagen," $34,500.00 ",167,2.0,2013
Volkswagen," $8,800.00 ",168,1.2,2013
Renault," $14,600.00 ",169,2.3,2013
Volkswagen," $11,600.00 ",169,1.4,2013
Volkswagen," $8,950.00 ",170,1.6,2013
Volkswagen," $10,500.00 ",170,1.6,2013
Renault," $7,800.00 ",170,1.5,2013
Renault," $7,100.00 ",171,1.5,2013
Mercedes-Benz," $13,600.00 ",172,2.2,2013
Renault," $15,200.00 ",173,2.3,2013
Mercedes-Benz," $14,300.00 ",175,2.2,2013
Renault," $10,299.00 ",176,2.0,2013
Volkswagen," $15,500.00 ",178,2.0,2013
Volkswagen," $41,000.00 ",180,3.0,2013
Renault," $13,400.00 ",190,1.5,2013
Volkswagen," $12,500.00 ",195,1.6,2013
Mercedes-Benz," $17,999.00 ",260,2.2,2013
Volkswagen," $20,500.00 ",800,2.0,2013
Mercedes-Benz," $68,700.00 ",980,3.0,2013
Volkswagen," $15,900.00 ",1,2.0,2012
Renault," $7,200.00 ",1,1.5,2012
Volkswagen," $4,200.00 ",1,1.4,2012
Mercedes-Benz," $46,900.00 ",10,2.2,2012
Mercedes-Benz," $59,999.00 ",11,4.7,2012
Mitsubishi," $24,500.00 ",11,2.5,2012
Audi," $98,000.00 ",12,5.2,2012
Mercedes-Benz," $38,600.00 ",12,1.8,2012
BMW," $64,999.00 ",15,3.0,2012
BMW," $24,999.00 ",24,2.0,2012
Mercedes-Benz," $54,500.00 ",29,3.0,2012
Toyota," $22,900.00 ",34,2.0,2012
Mercedes-Benz," $300,000.00 ",37,5.0,2012
Volkswagen," $40,500.00 ",37,3.0,2012
Audi," $37,000.00 ",37,2.8,2012
Mercedes-Benz," $29,500.00 ",37,1.8,2012
Mitsubishi," $17,500.00 ",38,1.8,2012
BMW," $57,777.00 ",40,4.0,2012
Volkswagen," $8,000.00 ",41,1.0,2012
BMW," $41,500.00 ",42,2.0,2012
Mercedes-Benz," $57,000.00 ",43,4.7,2012
Toyota," $36,700.00 ",43,3.0,2012
Audi," $24,300.00 ",43,1.8,2012
Audi," $68,500.00 ",44,6.3,2012
Toyota," $34,000.00 ",44,3.5,2012
Volkswagen," $16,200.00 ",44,1.4,2012
Renault," $8,750.00 ",46,1.6,2012
Mitsubishi," $21,500.00 ",47,2.4,2012
Mitsubishi," $19,000.00 ",47,2.0,2012
Renault," $6,900.00 ",47,1.4,2012
Volkswagen," $19,999.00 ",48,2.0,2012
Toyota," $20,100.00 ",48,2.0,2012
Volkswagen," $23,500.00 ",48,2.0,2012
Mitsubishi," $12,500.00 ",48,1.6,2012
Volkswagen," $13,500.00 ",48,1.4,2012
Toyota," $42,500.00 ",50,3.0,2012
Renault," $8,000.00 ",50,1.6,2012
Toyota," $27,400.00 ",52,3.5,2012
BMW," $32,000.00 ",52,3.0,2012
Volkswagen," $25,500.00 ",52,2.0,2012
Toyota," $12,400.00 ",52,1.4,2012
Toyota," $19,200.00 ",54,1.4,2012
Audi," $72,000.00 ",55,6.3,2012
Volkswagen," $18,900.00 ",56,2.0,2012
Mercedes-Benz," $52,777.00 ",60,3.0,2012
Toyota," $22,900.00 ",60,2.5,2012
Audi," $28,950.00 ",60,2.0,2012
Mitsubishi," $11,450.00 ",60,1.6,2012
Mercedes-Benz," $57,000.00 ",61,4.6,2012
Audi," $35,000.00 ",61,2.8,2012
Volkswagen," $24,500.00 ",62,2.0,2012
Volkswagen," $8,900.00 ",62,1.6,2012
Volkswagen," $12,300.00 ",62,1.4,2012
BMW," $44,800.00 ",63,4.4,2012
Mitsubishi," $10,888.00 ",63,2.0,2012
BMW," $77,000.00 ",64,4.4,2012
Toyota," $21,999.00 ",65,2.5,2012
Volkswagen," $22,000.00 ",65,2.0,2012
Volkswagen," $14,800.00 ",65,1.6,2012
Renault," $6,999.00 ",65,1.4,2012
Renault," $6,299.00 ",66,1.5,2012
Toyota," $68,000.00 ",67,4.5,2012
Volkswagen," $24,000.00 ",67,1.8,2012
Renault," $10,500.00 ",67,1.6,2012
Toyota," $14,100.00 ",67,1.6,2012
Toyota," $61,990.00 ",68,4.5,2012
BMW," $45,200.00 ",68,3.0,2012
Toyota," $30,990.00 ",68,2.7,2012
Renault," $7,200.00 ",69,1.4,2012
Volkswagen," $15,000.00 ",69,1.4,2012
Audi," $16,999.00 ",69,1.4,2012
Toyota," $20,900.00 ",70,2.5,2012
Audi," $30,900.00 ",70,2.0,2012
Volkswagen," $17,900.00 ",70,1.4,2012
Audi," $34,500.00 ",71,2.8,2012
Mercedes-Benz," $30,900.00 ",71,2.2,2012
Volkswagen," $37,900.00 ",73,3.0,2012
Volkswagen," $37,900.00 ",73,3.0,2012
Toyota," $26,200.00 ",73,2.5,2012
BMW," $29,999.00 ",73,2.0,2012
Volkswagen," $17,400.00 ",73,1.8,2012
Renault," $7,200.00 ",73,1.5,2012
Audi," $28,500.00 ",74,1.8,2012
Volkswagen," $10,600.00 ",75,1.6,2012
Toyota," $12,500.00 ",75,1.4,2012
Volkswagen," $12,700.00 ",75,1.2,2012
Volkswagen," $17,500.00 ",76,1.8,2012
Toyota," $36,800.00 ",77,3.0,2012
BMW," $51,500.00 ",77,3.0,2012
Toyota," $20,999.00 ",77,2.5,2012
Volkswagen," $15,900.00 ",77,1.4,2012
Mitsubishi," $19,400.00 ",78,2.4,2012
Renault," $12,499.00 ",78,2.0,2012
Volkswagen," $25,200.00 ",78,2.0,2012
BMW," $28,900.00 ",78,2.0,2012
Volkswagen," $10,400.00 ",78,1.6,2012
BMW," $18,500.00 ",79,3.0,2012
Toyota," $13,900.00 ",79,1.6,2012
Toyota," $28,700.00 ",80,3.5,2012
BMW," $41,000.00 ",80,3.0,2012
BMW," $41,000.00 ",80,3.0,2012
BMW," $44,000.00 ",80,3.0,2012
BMW," $53,999.00 ",80,2.99,2012
Toyota," $21,999.00 ",80,2.5,2012
BMW," $25,999.00 ",80,2.0,2012
Volkswagen," $17,999.00 ",80,1.8,2012
Volkswagen," $23,999.00 ",80,1.8,2012
Renault," $12,000.00 ",81,2.0,2012
BMW," $49,900.00 ",82,3.0,2012
Volkswagen," $20,900.00 ",82,2.0,2012
Toyota," $28,900.00 ",83,3.5,2012
Mercedes-Benz," $29,900.00 ",83,2.2,2012
Renault," $14,200.00 ",83,2.0,2012
Mitsubishi," $26,850.00 ",84,3.2,2012
Toyota," $22,900.00 ",84,2.5,2012
Renault," $8,600.00 ",84,1.5,2012
Toyota," $35,500.00 ",85,3.0,2012
Volkswagen," $8,800.00 ",86,1.6,2012
Toyota," $21,900.00 ",88,2.5,2012
Renault," $9,500.00 ",88,1.6,2012
Toyota," $41,900.00 ",89,4.5,2012
Mercedes-Benz," $43,900.00 ",89,3.0,2012
BMW," $15,500.00 ",89,2.0,2012
Toyota," $21,500.00 ",89,2.0,2012
Toyota," $18,800.00 ",89,1.8,2012
Renault," $9,500.00 ",89,1.6,2012
Toyota," $59,900.00 ",90,4.5,2012
Toyota," $65,000.00 ",90,4.5,2012
Toyota," $16,030.00 ",90,2.5,2012
Toyota," $13,900.00 ",90,1.6,2012
Volkswagen," $47,777.00 ",91,3.0,2012
Toyota," $28,700.00 ",92,3.5,2012
Volkswagen," $34,000.00 ",92,3.0,2012
Volkswagen," $17,900.00 ",92,1.4,2012
Volkswagen," $21,000.00 ",93,2.0,2012
BMW," $39,500.00 ",93,2.0,2012
Volkswagen," $8,800.00 ",93,1.6,2012
Renault," $9,300.00 ",94,2.0,2012
Volkswagen," $10,999.00 ",95,1.6,2012
Renault," $12,179.00 ",95,1.5,2012
Toyota," $28,500.00 ",97,3.5,2012
Mercedes-Benz," $24,900.00 ",97,1.8,2012
Volkswagen," $14,700.00 ",97,1.4,2012
Toyota," $28,700.00 ",100,3.5,2012
BMW," $27,500.00 ",100,2.0,2012
BMW," $31,000.00 ",100,2.0,2012
Renault," $8,600.00 ",100,1.5,2012
Volkswagen," $8,499.00 ",101,1.6,2012
Renault," $7,200.00 ",101,1.5,2012
Volkswagen," $8,200.00 ",102,1.6,2012
Renault," $6,700.00 ",102,1.5,2012
Volkswagen," $8,910.53 ",103,1.4,2012
Volkswagen," $13,950.00 ",104,1.2,2012
Toyota," $23,600.00 ",105,2.5,2012
Volkswagen," $24,000.00 ",105,2.0,2012
Audi," $26,000.00 ",105,2.0,2012
BMW," $51,900.00 ",106,3.0,2012
Volkswagen," $20,600.00 ",107,1.8,2012
Volkswagen," $34,500.00 ",108,3.0,2012
BMW," $24,000.00 ",108,2.0,2012
Audi," $32,500.00 ",108,2.0,2012
Mercedes-Benz," $33,000.00 ",109,2.2,2012
Volkswagen," $19,000.00 ",109,1.8,2012
Volkswagen," $17,650.00 ",110,1.8,2012
Volkswagen," $10,999.00 ",110,1.6,2012
Renault," $6,750.00 ",110,1.5,2012
Renault," $7,000.00 ",110,1.4,2012
Volkswagen," $20,350.00 ",111,2.0,2012
Mercedes-Benz," $24,999.00 ",112,2.2,2012
Volkswagen," $19,900.00 ",112,2.0,2012
Audi," $23,400.00 ",112,2.0,2012
Renault," $9,700.00 ",114,1.5,2012
Volkswagen," $17,900.00 ",115,1.8,2012
Volkswagen," $23,300.00 ",115,1.8,2012
Mercedes-Benz," $12,800.00 ",116,2.2,2012
Renault," $10,990.00 ",118,2.0,2012
Renault," $6,700.00 ",118,1.5,2012
Mercedes-Benz," $51,000.00 ",119,4.7,2012
Volkswagen," $17,900.00 ",119,2.0,2012
Renault," $6,800.00 ",119,1.5,2012
Renault," $7,400.00 ",120,1.5,2012
Volkswagen," $19,100.00 ",120,1.4,2012
Volkswagen," $9,000.00 ",120,1.2,2012
Mercedes-Benz," $47,300.00 ",121,3.0,2012
Mercedes-Benz," $26,600.00 ",122,3.0,2012
Volkswagen," $20,900.00 ",122,2.0,2012
Volkswagen," $18,999.00 ",122,1.8,2012
Renault," $7,200.00 ",123,1.5,2012
Audi," $52,000.00 ",124,3.0,2012
Mercedes-Benz," $23,900.00 ",124,1.8,2012
Renault," $7,300.00 ",125,1.5,2012
Renault," $7,700.00 ",125,1.5,2012
Renault," $12,800.00 ",125,1.1,2012
Renault," $8,999.00 ",126,2.0,2012
Volkswagen," $9,850.00 ",126,2.0,2012
Volkswagen," $11,000.00 ",127,1.6,2012
Renault," $11,000.00 ",127,1.5,2012
Renault," $7,700.00 ",128,1.5,2012
BMW," $25,000.00 ",130,3.0,2012
Mercedes-Benz," $12,999.00 ",130,2.2,2012
Volkswagen," $9,000.00 ",130,1.6,2012
Volkswagen," $9,800.00 ",130,1.6,2012
Renault," $8,500.00 ",130,1.5,2012
Toyota," $22,900.00 ",132,2.7,2012
Renault," $13,300.00 ",132,1.5,2012
Volkswagen," $8,950.00 ",133,1.6,2012
Volkswagen," $13,700.00 ",134,2.0,2012
Renault," $5,950.00 ",135,1.5,2012
BMW," $34,900.00 ",136,2.0,2012
Renault," $6,400.00 ",136,1.5,2012
Mercedes-Benz," $25,500.00 ",137,2.2,2012
Renault," $12,000.00 ",137,1.5,2012
Renault," $10,900.00 ",138,2.0,2012
Mitsubishi," $8,200.00 ",139,1.5,2012
Volkswagen," $37,990.00 ",140,3.0,2012
Audi," $25,500.00 ",140,2.8,2012
Audi," $31,500.00 ",140,2.0,2012
BMW," $38,500.00 ",140,2.0,2012
Volkswagen," $8,950.00 ",140,1.6,2012
Renault," $6,750.00 ",140,1.5,2012
Renault," $6,799.00 ",140,1.5,2012
Renault," $6,900.00 ",140,1.5,2012
Toyota," $9,950.00 ",140,1.4,2012
Renault," $8,350.00 ",141,1.5,2012
BMW," $24,700.00 ",142,2.0,2012
Renault," $7,150.00 ",142,1.5,2012
Volkswagen," $16,450.00 ",143,2.0,2012
Volkswagen," $7,950.00 ",144,2.0,2012
Volkswagen," $17,500.00 ",144,1.4,2012
Toyota," $10,400.00 ",144,1.3,2012
Renault," $10,499.00 ",146,2.0,2012
Mercedes-Benz," $21,500.00 ",146,1.8,2012
Volkswagen," $10,800.00 ",146,1.6,2012
Renault," $7,200.00 ",146,1.5,2012
BMW," $48,550.00 ",147,4.0,2012
Renault," $6,450.00 ",148,1.5,2012
Renault," $7,440.00 ",148,1.5,2012
Renault," $10,500.00 ",148,1.5,2012
Renault," $11,700.00 ",150,2.3,2012
Volkswagen," $15,900.00 ",150,2.0,2012
Volkswagen," $13,200.00 ",150,1.4,2012
Renault," $7,650.00 ",151,1.5,2012
Audi," $30,500.00 ",152,3.0,2012
Mercedes-Benz," $16,500.00 ",152,2.2,2012
Volkswagen," $19,999.00 ",152,2.0,2012
Volkswagen," $9,555.00 ",152,1.6,2012
Volkswagen," $10,600.00 ",153,1.6,2012
Renault," $7,300.00 ",154,1.5,2012
BMW," $27,300.00 ",155,2.0,2012
Renault," $6,750.00 ",155,1.5,2012
Renault," $11,100.00 ",155,1.5,2012
Renault," $11,700.00 ",155,1.5,2012
Volkswagen," $13,900.00 ",156,2.0,2012
Volkswagen," $10,800.00 ",156,1.6,2012
Renault," $7,400.00 ",156,1.5,2012
Mercedes-Benz," $11,499.00 ",157,2.2,2012
Volkswagen," $10,777.00 ",157,1.6,2012
Renault," $11,200.00 ",157,1.5,2012
Renault," $9,000.00 ",158,2.0,2012
Volkswagen," $14,899.00 ",158,2.0,2012
Mercedes-Benz," $21,500.00 ",159,1.8,2012
Volkswagen," $20,800.00 ",160,2.0,2012
Volkswagen," $10,000.00 ",160,1.6,2012
Renault," $6,700.00 ",160,1.5,2012
BMW," $32,500.00 ",162,3.0,2012
Mercedes-Benz," $17,800.00 ",162,1.8,2012
Mercedes-Benz," $17,800.00 ",162,1.8,2012
Mercedes-Benz," $17,800.00 ",162,1.8,2012
Volkswagen," $13,499.00 ",162,1.4,2012
Renault," $10,100.00 ",164,2.0,2012
Mercedes-Benz," $22,500.00 ",164,1.8,2012
Volkswagen," $12,700.00 ",164,1.6,2012
Toyota," $12,750.00 ",164,1.4,2012
Mercedes-Benz," $11,800.00 ",165,2.2,2012
Volkswagen," $10,950.00 ",165,2.0,2012
Volkswagen," $9,999.00 ",165,1.6,2012
Renault," $10,500.00 ",165,1.5,2012
Renault," $11,200.00 ",165,1.5,2012
Renault," $11,600.00 ",165,1.5,2012
Renault," $9,100.00 ",166,2.0,2012
Mercedes-Benz," $17,900.00 ",167,2.2,2012
Volkswagen," $14,500.00 ",168,2.0,2012
Renault," $6,800.00 ",168,1.5,2012
Volkswagen," $14,900.00 ",170,1.6,2012
Renault," $11,500.00 ",170,1.5,2012
Renault," $11,500.00 ",170,1.5,2012
Renault," $11,900.00 ",173,2.0,2012
Mercedes-Benz," $11,400.00 ",174,2.2,2012
Volkswagen," $13,999.00 ",175,2.0,2012
Renault," $10,900.00 ",175,1.5,2012
BMW," $41,500.00 ",176,3.0,2012
Volkswagen," $10,750.00 ",176,2.0,2012
Volkswagen," $10,500.00 ",176,1.6,2012
Volkswagen," $14,800.00 ",177,2.0,2012
Renault," $11,700.00 ",177,1.5,2012
BMW," $47,900.00 ",178,4.0,2012
Renault," $11,800.00 ",179,1.5,2012
Audi," $39,800.00 ",180,4.2,2012
Mercedes-Benz," $24,500.00 ",180,2.2,2012
Volkswagen," $12,900.00 ",180,2.0,2012
Renault," $13,999.00 ",180,2.0,2012
Renault," $6,300.00 ",180,1.5,2012
Renault," $10,900.00 ",180,1.5,2012
Renault," $11,100.00 ",180,1.5,2012
Volkswagen," $9,900.00 ",181,1.6,2012
Renault," $10,200.00 ",183,2.0,2012
Mercedes-Benz," $9,600.00 ",184,2.2,2012
Volkswagen," $12,499.00 ",184,2.0,2012
Renault," $6,600.00 ",184,1.5,2012
Mercedes-Benz," $12,250.00 ",185,2.2,2012
Renault," $6,500.00 ",186,1.5,2012
Renault," $10,800.00 ",187,2.0,2012
Renault," $11,999.00 ",188,1.5,2012
Volkswagen," $38,000.00 ",189,3.0,2012
Renault," $10,900.00 ",189,2.0,2012
Renault," $10,100.00 ",190,2.0,2012
Renault," $10,799.00 ",193,1.5,2012
Volkswagen," $15,800.00 ",194,2.0,2012
Mercedes-Benz," $13,200.00 ",196,2.2,2012
Renault," $13,500.00 ",198,1.5,2012
Mercedes-Benz," $12,950.00 ",199,2.2,2012
Mercedes-Benz," $14,500.00 ",205,2.2,2012
Volkswagen," $8,950.00 ",206,1.6,2012
Renault," $10,999.00 ",207,2.0,2012
Volkswagen," $11,500.00 ",210,2.0,2012
Mercedes-Benz," $14,900.00 ",211,2.2,2012
Mercedes-Benz," $22,500.00 ",213,2.2,2012
Volkswagen," $12,700.00 ",213,2.0,2012
Renault," $10,999.00 ",216,1.5,2012
Mercedes-Benz," $14,600.00 ",217,2.2,2012
Mercedes-Benz," $17,500.00 ",220,3.0,2012
Renault," $12,850.00 ",226,2.3,2012
Renault," $11,500.00 ",230,1.5,2012
Mercedes-Benz," $22,000.00 ",236,2.2,2012
Mercedes-Benz," $13,000.00 ",247,2.2,2012
Toyota," $135,000.00 ",1,4.5,2011
Volkswagen," $8,350.00 ",1,1.6,2011
Volkswagen," $18,000.00 ",18,1.6,2011
Renault," $8,700.00 ",21,1.6,2011
Volkswagen," $22,000.00 ",26,1.8,2011
Audi," $30,900.00 ",27,2.0,2011
Mercedes-Benz," $295,000.00 ",29,6.0,2011
Mercedes-Benz," $295,000.00 ",29,6.0,2011
BMW," $42,500.00 ",29,3.0,2011
Mitsubishi," $20,800.00 ",31,2.4,2011
Mercedes-Benz," $55,000.00 ",34,2.2,2011
BMW," $34,900.00 ",35,3.0,2011
Toyota," $30,500.00 ",40,2.7,2011
Mercedes-Benz," $45,555.00 ",42,3.0,2011
BMW," $39,999.00 ",45,3.0,2011
Toyota," $20,800.00 ",49,3.5,2011
Renault," $6,400.00 ",51,1.6,2011
Mercedes-Benz," $40,500.00 ",54,5.5,2011
Audi," $32,300.00 ",54,2.8,2011
Mercedes-Benz," $41,000.00 ",55,3.0,2011
Toyota," $8,500.00 ",55,1.0,2011
Toyota," $30,800.00 ",56,2.7,2011
Renault," $9,000.00 ",56,1.6,2011
Mitsubishi," $9,800.00 ",56,1.5,2011
Toyota," $7,900.00 ",56,1.0,2011
Mitsubishi," $10,500.00 ",57,1.5,2011
BMW," $49,000.00 ",58,4.4,2011
Mercedes-Benz," $43,500.00 ",59,4.6,2011
BMW," $48,900.00 ",60,3.0,2011
Audi," $25,000.00 ",60,2.0,2011
Audi," $33,000.00 ",60,2.0,2011
Audi," $14,500.00 ",60,1.2,2011
Toyota," $89,000.00 ",61,4.5,2011
Volkswagen," $22,500.00 ",62,2.0,2011
Volkswagen," $9,500.00 ",62,1.2,2011
Renault," $12,350.00 ",64,2.0,2011
Volkswagen," $18,100.00 ",64,2.0,2011
Audi," $27,300.00 ",65,2.0,2011
Mercedes-Benz," $28,500.00 ",65,1.8,2011
Mitsubishi," $8,260.00 ",65,1.5,2011
Toyota," $21,600.00 ",66,2.5,2011
Volkswagen," $10,000.00 ",66,1.6,2011
Audi," $15,000.00 ",66,1.2,2011
BMW," $35,500.00 ",67,3.0,2011
Audi," $33,500.00 ",67,2.0,2011
Mercedes-Benz," $300,000.00 ",68,6.0,2011
Mitsubishi," $15,700.00 ",68,1.8,2011
Renault," $11,900.00 ",68,1.5,2011
Mitsubishi," $17,500.00 ",69,2.5,2011
BMW," $69,999.00 ",71,4.4,2011
BMW," $42,000.00 ",71,2.99,2011
Audi," $33,300.00 ",71,2.0,2011
BMW," $20,500.00 ",73,2.0,2011
Volkswagen," $12,000.00 ",73,1.6,2011
Volkswagen," $13,300.00 ",73,1.4,2011
Volkswagen," $35,000.00 ",74,4.2,2011
Mercedes-Benz," $22,900.00 ",74,2.2,2011
Volkswagen," $6,500.00 ",74,2.0,2011
Toyota," $21,000.00 ",74,2.0,2011
Audi," $27,500.00 ",74,2.0,2011
Volkswagen," $18,500.00 ",74,1.8,2011
Audi," $36,100.00 ",75,3.0,2011
Toyota," $23,500.00 ",75,2.5,2011
Mercedes-Benz," $15,500.00 ",75,2.0,2011
Volkswagen," $18,900.00 ",75,1.8,2011
Mercedes-Benz," $24,500.00 ",77,1.8,2011
Renault," $9,500.00 ",77,1.6,2011
Mitsubishi," $7,999.00 ",78,1.5,2011
BMW," $36,400.00 ",80,3.0,2011
BMW," $45,000.00 ",80,3.0,2011
Volkswagen," $23,000.00 ",80,2.0,2011
Volkswagen," $9,900.00 ",80,1.6,2011
BMW," $39,900.00 ",82,3.0,2011
Volkswagen," $19,500.00 ",82,1.8,2011
Mercedes-Benz," $39,900.00 ",84,5.5,2011
Volkswagen," $35,999.00 ",84,3.0,2011
Renault," $8,400.00 ",84,1.5,2011
Mitsubishi," $25,999.00 ",86,3.2,2011
BMW," $44,999.00 ",87,3.0,2011
Volkswagen," $8,500.00 ",87,1.6,2011
Volkswagen," $10,400.00 ",87,1.6,2011
Toyota," $19,400.00 ",88,2.0,2011
Toyota," $16,000.00 ",89,1.8,2011
Audi," $29,999.00 ",90,3.0,2011
Volkswagen," $45,000.00 ",90,3.0,2011
Volkswagen," $16,000.00 ",90,2.0,2011
Renault," $11,700.00 ",90,1.5,2011
Volkswagen," $35,800.00 ",92,3.0,2011
Toyota," $23,300.00 ",93,2.7,2011
Renault," $10,500.00 ",93,1.5,2011
Renault," $9,300.00 ",94,1.5,2011
Mercedes-Benz," $41,900.00 ",95,6.3,2011
Mercedes-Benz," $41,900.00 ",95,6.3,2011
Mercedes-Benz," $41,900.00 ",95,6.2,2011
BMW," $37,000.00 ",95,4.4,2011
Toyota," $28,000.00 ",95,3.5,2011
Toyota," $17,000.00 ",95,2.0,2011
Toyota," $18,990.00 ",95,2.0,2011
Toyota," $18,999.00 ",95,2.0,2011
Mitsubishi," $22,400.00 ",96,2.5,2011
BMW," $41,000.00 ",97,4.4,2011
Audi," $29,999.00 ",97,3.0,2011
BMW," $51,000.00 ",97,3.0,2011
Mercedes-Benz," $31,900.00 ",97,2.2,2011
Mercedes-Benz," $30,000.00 ",97,2.14,2011
BMW," $39,600.00 ",98,3.0,2011
Mitsubishi," $21,000.00 ",98,2.5,2011
Mercedes-Benz," $13,999.00 ",98,2.2,2011
BMW," $17,700.00 ",98,2.0,2011
Mercedes-Benz," $35,500.00 ",99,2.99,2011
Renault," $12,300.00 ",99,2.5,2011
Mercedes-Benz," $42,500.00 ",100,5.5,2011
Mitsubishi," $8,400.00 ",100,3.2,2011
Audi," $39,999.00 ",100,3.0,2011
Volkswagen," $6,500.00 ",101,2.0,2011
Toyota," $35,999.00 ",102,4.0,2011
BMW," $17,500.00 ",102,2.0,2011
Volkswagen," $20,000.00 ",102,1.8,2011
Volkswagen," $13,700.00 ",103,2.0,2011
Toyota," $18,800.00 ",105,2.0,2011
Volkswagen," $16,999.00 ",105,1.8,2011
Audi," $20,500.00 ",106,1.8,2011
Volkswagen," $9,600.00 ",106,1.6,2011
Toyota," $28,500.00 ",107,3.5,2011
Volkswagen," $19,999.00 ",107,1.8,2011
Volkswagen," $9,600.00 ",107,1.6,2011
BMW," $37,700.00 ",108,3.0,2011
Mercedes-Benz," $32,800.00 ",109,3.0,2011
BMW," $37,500.00 ",110,4.4,2011
Audi," $30,500.00 ",110,3.0,2011
Mercedes-Benz," $42,500.00 ",110,3.0,2011
BMW," $60,500.00 ",110,3.0,2011
Volkswagen," $15,700.00 ",110,1.8,2011
Volkswagen," $15,700.00 ",110,1.8,2011
